date,C-A100,C-A107,C-A108,C-A109,C-A11,C-A110,C-A111,C-A112,C-A113,C-A115,C-A117,C-A119,C-A12,C-A120,C-A121,C-A122,C-A123,C-A124,C-A125,C-A126,C-A127,C-A128,C-A129,C-A13,C-A130,C-A132,C-A133,C-A134,C-A135,C-A136,C-A137,C-A139,C-A14,C-A140,C-A141,C-A142,C-A144,C-A146,C-A147,C-A148,C-A15,C-A151,C-A155,C-A156,C-A16,C-A160,C-A163,C-A164,C-A166,C-A167,C-A168,C-A169,C-A17,C-A170,C-A171,C-A172,C-A173,C-A174,C-A175,C-A176,C-A177,C-A178,C-A179,C-A18,C-A181,C-A183,C-A184,C-A185,C-A187,C-A189,C-A191,C-A192,C-A193,C-A194,C-A195,C-A196,C-A197,C-A198,C-A199,C-A2,C-A20,C-A204,C-A206,C-A207,C-A208,C-A21,C-A210,C-A211,C-A212,C-A213,C-A214,C-A215,C-A216,C-A218,C-A22,C-A220,C-A221,C-A223,C-A225,C-A227,C-A228,C-A232,C-A235,C-A236,C-A237,C-A238,C-A239,C-A241,C-A242,C-A244,C-A248,C-A249,C-A25,C-A250,C-A251,C-A252,C-A254,C-A255,C-A256,C-A257,C-A258,C-A259,C-A26,C-A260,C-A261,C-A266,C-A27,C-A270,C-A271,C-A272,C-A273,C-A274,C-A277,C-A279,C-A28,C-A280,C-A282,C-A283,C-A284,C-A286,C-A287,C-A288,C-A289,C-A290,C-A294,C-A299,C-A3,C-A300,C-A302,C-A303,C-A304,C-A305,C-A308,C-A309,C-A31,C-A310,C-A312,C-A313,C-A316,C-A317,C-A318,C-A319,C-A32,C-A321,C-A322,C-A324,C-A328,C-A329,C-A35,C-A36,C-A37,C-A38,C-A39,C-A40,C-A41,C-A44,C-A46,C-A47,C-A49,C-A51,C-A52,C-A54,C-A55,C-A56,C-A57,C-A59,C-A6,C-A61,C-A62,C-A63,C-A64,C-A65,C-A67,C-A68,C-A69,C-A7,C-A70,C-A73,C-A74,C-A76,C-A77,C-A78,C-A79,C-A8,C-A80,C-A81,C-A83,C-A84,C-A85,C-A86,C-A89,C-A9,C-A90,C-A93,C-A96,C-A98,C-A99
09/08/2013 0:00,10,40,4,8,4,33,3,15,26,16,4,3,10,20,8,2,4,23,7,13,8,12,16,7,28,16,16,26,40,34,20,16,40,13,3,2,13,6,16,20,15,10,20,1,40,3,18,3,12,20,16,0,10,20,12,26,10,24,15,23,26,10,8,2,5,20,4,33,8,33,16,33,20,10,6,20,20,20,8,20,50,15,6,8,7,40,13,8,30,11,26,10,14,4,30,8,5,33,10,8,16,8,10,15,30,16,12,28,18,14,5,7,7,10,10,25,8,18,5,3,2,14,2,8,10,40,3,10,1,6,8,8,2,8,14,3,30,10,22,20,16,12,6,33,20,20,5,9,10,10,26,5,15,5,33,8,33,28,7,7,10,24,33,6,24,5,10,33,15,14,5,8,11,35,6,7,6,16,5,20,4,25,14,9,4,20,16,7,33,3,0,2,40,6,20,8,7,40,4,26,14,16,2,0,4,11,16,26,8,5,8,8,2,20,8,8,8
12/08/2013 0:00,10,40,4,8,4,34,3,15,28,16,4,3,25,20,8,2,4,24,7,13,8,12,16,7,25,16,16,26,30,40,20,16,40,13,3,2,13,20,18,20,23,10,40,1,100,3,18,3,12,20,16,0,35,20,12,28,10,20,60,24,26,10,8,2,5,20,4,33,8,34,16,34,23,10,6,40,60,30,8,20,100,40,6,8,7,50,13,8,30,11,28,10,14,4,70,8,5,33,10,8,16,8,10,50,60,16,12,40,25,14,5,7,7,10,10,25,8,18,5,3,2,40,2,8,25,30,3,10,1,6,8,8,2,8,14,3,30,10,22,20,16,12,6,33,20,20,5,9,10,10,28,5,80,5,33,8,33,40,7,7,20,30,33,6,20,5,10,33,16,20,5,8,15,30,6,7,6,16,5,90,4,80,14,9,4,40,16,7,33,3,0,2,30,6,50,8,7,80,4,28,7,16,2,0,4,15,18,28,8,5,8,8,2,40,8,8,8
13/08/2013 0:00,10,40,4,8,4,4,3,7,4,16,4,3,25,20,8,2,4,25,7,14,8,12,16,13,25,16,16,28,30,40,20,16,30,14,3,2,14,20,5,20,23,10,15,1,70,3,18,3,12,7,16,0,35,20,12,7,4,20,25,10,28,10,8,2,5,20,4,34,8,10,16,15,23,10,6,25,30,30,8,20,90,35,6,8,7,50,14,8,15,11,17,10,14,4,25,8,5,34,10,8,16,8,10,30,35,16,12,40,25,14,5,7,7,10,10,25,8,18,5,3,2,40,2,8,25,16,3,10,1,6,8,8,2,8,14,3,15,10,24,20,18,12,6,34,20,20,5,9,10,10,7,10,25,5,34,8,34,40,7,7,20,30,34,6,20,5,10,34,16,20,5,8,7,30,6,7,6,16,5,35,4,30,14,9,4,40,16,7,34,3,0,2,35,6,50,8,4,40,4,15,7,16,2,0,4,7,8,8,8,5,8,8,2,35,8,8,8
14/08/2013 0:00,10,35,4,20,4,4,3,7,4,16,4,3,25,12,8,2,6,25,7,10,10,7,14,16,25,25,10,16,30,30,18,8,50,16,3,2,14,5,5,10,24,10,15,1,30,3,15,3,12,7,23,0,8,5,8,7,4,15,25,10,16,10,4,2,5,5,4,10,16,10,25,15,24,10,6,25,30,14,8,20,80,35,6,6,9,50,16,8,15,14,17,8,14,4,25,11,5,50,10,8,10,11,10,30,35,16,12,25,25,14,8,7,7,10,10,25,8,18,5,3,2,16,2,8,10,16,3,10,11,4,12,7,2,6,14,3,15,10,5,20,10,6,6,10,25,20,10,9,10,10,7,6,25,5,33,7,10,35,7,9,15,8,33,6,12,5,6,20,18,20,5,16,7,30,6,9,6,15,5,35,4,50,14,9,6,25,15,9,8,3,0,2,35,8,50,8,4,40,4,15,7,14,2,0,4,7,8,8,8,5,8,8,12,35,12,8,23
15/08/2013 0:00,14,35,4,20,4,4,3,7,4,12,6,4,25,12,8,2,14,50,7,10,10,7,14,16,25,25,10,16,50,30,18,8,80,16,3,2,14,5,5,10,70,10,70,1,100,3,15,4,12,7,23,0,8,5,8,7,4,15,50,10,16,14,4,2,5,5,3,10,16,10,25,15,23,4,6,50,30,14,8,11,100,50,6,6,14,100,16,7,60,14,17,8,16,6,60,11,5,50,10,8,10,11,8,30,50,16,8,25,25,14,8,7,7,10,5,14,8,18,5,3,2,16,2,3,10,18,8,8,8,4,12,7,2,6,14,3,15,10,5,14,10,6,6,10,25,6,6,9,14,7,7,6,50,5,33,7,10,35,3,11,15,8,33,6,12,5,6,20,30,13,5,16,7,50,14,14,6,15,5,90,6,50,10,9,7,25,15,10,8,4,0,2,13,10,30,9,4,70,4,15,9,14,2,0,4,7,8,8,8,5,8,6,1,10,12,2,23
16/08/2013 0:00,14,40,4,20,4,4,3,9,4,12,6,4,10,12,8,2,14,17,7,10,10,7,14,16,16,23,10,16,10,33,18,8,40,16,9,2,14,5,5,10,40,10,15,1,50,3,30,4,12,9,24,0,8,5,8,9,4,16,35,10,16,14,4,2,5,5,3,10,16,10,13,15,23,4,2,20,30,14,20,11,50,15,10,6,14,40,16,7,12,14,19,8,16,5,10,11,5,33,8,8,10,11,8,20,40,16,8,6,20,14,8,7,6,10,5,14,8,9,8,3,2,48,2,3,10,35,8,8,8,4,12,7,2,6,8,3,15,10,5,14,10,6,6,10,16,6,6,9,14,7,9,6,33,5,34,7,10,26,3,11,13,8,34,12,12,10,6,20,12,13,10,16,7,45,14,14,16,26,5,45,6,35,10,9,7,13,10,10,8,4,0,2,13,10,40,9,4,50,4,15,35,14,2,0,6,7,8,8,8,4,12,6,1,10,12,2,24
19/08/2013 0:00,14,40,4,25,4,4,3,16,4,12,6,4,10,12,8,2,14,17,7,15,10,7,14,16,16,23,10,16,10,33,18,8,40,16,15,2,14,5,5,10,40,10,15,1,50,3,30,4,12,13,35,0,8,5,8,16,4,16,35,10,16,14,4,2,5,5,3,14,16,20,13,20,24,4,2,20,30,14,20,11,50,15,10,6,14,40,16,7,12,14,20,8,16,5,10,11,5,33,8,8,40,11,8,20,40,16,8,6,20,14,8,7,6,10,5,14,8,9,8,3,2,16,2,3,10,35,8,8,8,4,12,7,2,6,8,3,16,14,5,14,8,6,6,25,16,6,6,9,14,7,10,6,33,5,50,7,35,26,3,11,13,8,40,12,12,6,6,15,12,14,11,16,7,45,14,14,16,26,5,45,6,35,10,9,7,13,10,10,8,4,0,2,14,15,40,9,4,50,4,10,35,14,2,0,26,7,8,8,8,4,16,6,1,10,12,2,11
20/08/2013 0:00,14,30,4,25,4,4,3,16,4,12,6,4,10,12,8,2,14,17,7,15,10,7,14,16,18,24,10,16,10,34,18,8,70,16,15,2,14,5,5,10,15,10,20,1,30,3,30,4,12,13,35,0,8,5,8,16,4,18,25,10,16,14,4,2,5,5,3,14,16,20,14,20,30,4,2,15,20,14,20,11,60,20,10,6,14,40,16,7,12,14,20,8,16,5,10,11,5,34,8,8,40,11,8,17,30,16,8,6,20,14,8,7,6,10,5,14,8,9,8,3,2,16,2,3,10,7,8,8,8,4,12,7,2,6,8,3,16,14,5,14,8,6,6,25,18,6,6,9,14,7,10,6,34,5,50,7,35,28,3,11,14,8,40,12,12,6,6,15,12,10,11,16,7,30,14,14,16,28,5,40,6,30,10,9,7,14,10,10,8,4,0,2,25,15,20,9,4,30,4,10,17,14,2,0,26,7,8,8,8,4,16,6,1,50,12,2,11
21/08/2013 0:00,14,30,3,12,4,6,3,18,6,12,6,4,26,16,6,2,14,19,10,16,7,7,5,6,16,16,8,16,13,26,6,10,30,20,6,2,3,5,10,10,15,10,20,1,50,3,20,4,7,13,20,0,10,5,13,18,6,10,25,10,20,14,4,2,5,5,3,14,3,20,16,20,30,4,2,15,20,23,20,11,100,20,10,10,14,50,10,7,14,14,20,8,16,5,50,15,5,33,8,8,16,15,8,17,30,10,8,6,20,16,8,10,6,10,5,14,8,9,8,8,2,14,2,3,10,7,8,8,8,4,5,7,2,8,8,3,18,14,5,14,8,6,6,26,13,6,6,9,14,7,10,7,13,12,33,7,26,26,3,11,10,14,33,12,14,6,5,26,14,10,11,14,8,30,14,14,16,13,8,40,6,50,10,9,7,16,10,10,26,4,0,2,25,6,20,9,6,30,4,10,17,4,2,0,28,8,12,12,8,4,18,6,1,50,6,2,11
22/08/2013 0:00,6,25,3,12,4,13,3,4,13,12,6,4,26,16,6,2,14,35,10,16,7,7,5,6,16,16,8,16,13,26,6,10,50,20,6,2,3,5,23,10,15,10,20,1,45,8,20,4,7,13,20,0,10,23,13,26,10,10,30,13,20,14,4,2,5,7,3,14,3,30,16,33,20,4,2,50,20,23,20,11,50,15,10,10,14,30,10,7,26,14,16,8,16,5,15,10,5,33,8,8,16,7,16,17,35,10,8,6,25,16,8,6,6,10,5,14,8,9,8,7,2,14,2,3,10,7,8,8,8,4,5,7,2,8,8,3,26,14,33,14,8,6,6,26,13,16,6,9,4,7,16,7,13,12,33,7,26,26,3,11,10,14,33,12,14,6,5,26,12,10,11,14,7,30,14,14,16,13,8,20,6,30,16,9,7,16,10,10,26,4,0,2,25,6,20,9,7,20,10,33,17,4,2,0,7,30,26,23,8,4,10,16,1,20,6,2,11
23/08/2013 0:00,6,25,3,12,18,13,3,4,13,12,6,4,28,16,6,2,16,35,10,16,7,7,5,6,18,16,8,16,14,28,6,10,50,20,6,2,3,5,23,10,15,10,20,1,45,8,20,4,7,13,20,0,10,23,14,26,10,10,30,13,20,16,4,14,7,7,3,14,3,30,16,33,20,6,2,50,20,24,12,14,50,15,10,10,16,30,10,7,26,16,16,8,16,5,15,10,5,34,12,8,18,7,16,19,35,10,8,10,25,16,8,6,16,10,10,16,8,9,8,7,2,14,2,3,10,9,8,8,8,4,5,7,2,8,16,3,26,14,33,16,8,6,9,28,14,16,6,10,4,7,16,7,14,12,34,7,28,28,3,14,10,14,34,8,14,6,5,28,12,10,11,14,7,30,14,16,16,14,8,20,6,30,16,10,8,18,10,10,28,4,0,10,25,6,20,9,7,20,10,33,19,4,2,0,7,30,26,23,8,4,10,16,1,20,6,2,11
26/08/2013 0:00,6,25,3,12,18,14,14,4,14,12,6,4,20,16,6,2,23,50,10,16,7,7,5,6,15,16,8,16,30,40,6,10,80,20,6,2,3,8,24,10,100,10,40,1,90,8,20,4,7,15,20,0,10,24,25,28,10,20,30,14,35,16,4,10,7,7,3,8,3,30,16,34,70,16,2,70,20,15,12,8,100,80,10,10,11,80,25,7,28,15,18,8,16,15,80,10,5,50,12,8,35,7,16,60,50,40,8,40,25,16,8,6,16,10,10,26,8,9,8,7,2,14,2,3,40,40,8,8,8,4,5,7,2,8,16,3,28,35,34,33,4,6,9,40,25,16,6,11,4,7,18,7,90,12,50,7,40,35,3,10,20,14,50,8,14,6,5,40,12,10,15,14,7,80,14,13,16,15,8,80,6,60,16,23,16,25,10,13,15,4,0,10,50,6,20,9,7,80,10,34,40,4,2,0,7,30,28,24,8,4,10,16,1,40,6,2,11
27/08/2013 0:00,6,25,3,12,18,11,2,4,12,12,6,4,20,16,6,2,23,20,10,16,7,7,5,6,15,16,8,16,25,40,6,10,30,20,6,2,3,8,12,7,50,10,20,1,30,8,20,4,7,10,20,0,10,10,25,25,10,20,25,11,35,16,4,10,7,7,3,8,3,12,16,17,30,16,2,30,20,15,12,8,100,20,10,10,11,40,25,7,10,15,7,8,16,15,25,10,5,50,12,8,35,9,16,17,25,40,8,40,25,16,8,6,16,10,10,26,8,9,8,7,2,14,2,3,40,20,8,8,8,4,5,7,2,8,16,3,10,35,10,33,4,6,9,40,25,16,6,11,4,7,12,7,35,12,50,7,40,35,3,10,20,14,50,8,14,6,5,40,12,15,7,14,7,15,14,13,16,15,8,15,6,30,16,23,16,25,10,13,15,4,0,10,40,6,40,9,7,20,10,15,17,4,2,0,7,7,7,11,8,4,12,16,1,30,6,2,14
28/08/2013 0:00,6,26,3,10,18,11,2,4,12,12,6,4,26,16,6,2,24,20,10,10,7,4,5,16,23,16,8,16,25,33,16,12,60,16,6,2,3,8,12,7,50,12,20,1,60,8,10,4,7,10,23,0,12,10,12,25,10,10,25,11,20,18,3,10,7,7,3,8,3,12,16,17,30,16,2,30,20,13,12,8,100,20,10,10,11,40,6,7,10,15,7,16,16,8,25,10,7,50,12,16,23,16,16,17,25,16,8,16,16,10,8,6,16,9,10,28,8,9,8,7,2,10,2,3,20,20,8,8,8,8,5,8,2,8,16,13,10,20,10,34,4,4,9,16,16,16,6,11,4,7,12,7,35,8,33,14,23,10,3,10,18,13,33,8,16,6,5,16,12,15,7,16,7,15,14,14,16,23,8,15,6,40,16,24,18,10,10,13,16,4,0,10,40,6,40,9,7,20,10,15,17,4,14,0,7,7,7,11,6,4,12,16,1,30,2,2,10
29/08/2013 0:00,14,26,3,10,18,11,2,4,12,16,10,8,26,16,6,2,20,20,10,10,7,4,5,16,23,16,8,16,22,33,16,12,50,16,6,2,3,8,12,7,40,12,15,1,45,7,10,4,7,10,23,0,12,10,12,25,10,10,15,11,20,33,3,33,7,7,14,8,3,12,16,17,30,16,2,20,26,13,12,8,50,15,10,10,11,40,6,6,10,15,7,16,16,8,40,10,7,50,12,16,23,16,8,17,40,16,6,16,16,10,8,6,16,9,7,33,8,9,8,7,4,10,2,6,20,20,8,7,7,8,5,8,2,8,16,7,10,20,10,26,4,4,9,16,16,8,6,11,14,6,12,7,35,8,33,14,23,10,3,7,18,13,33,8,16,6,5,16,25,15,7,16,7,35,6,26,16,23,8,30,6,20,18,16,26,10,10,13,16,4,0,10,25,6,30,16,7,40,10,15,17,4,14,0,7,7,7,11,6,4,12,18,1,20,2,2,10
30/08/2013 0:00,14,28,3,10,16,11,2,6,12,16,10,8,28,16,6,2,20,20,10,10,7,4,5,16,24,16,8,16,22,34,16,12,50,18,8,2,9,8,14,9,40,12,15,14,45,7,10,4,7,10,24,0,12,10,12,25,10,10,15,11,20,33,3,33,7,8,14,8,9,14,16,19,30,16,2,20,26,14,16,8,50,15,9,10,11,40,8,6,10,15,9,16,16,8,40,10,7,50,14,16,24,16,8,19,40,16,6,18,18,10,8,6,8,9,7,33,8,14,6,7,4,10,2,6,20,20,8,7,7,8,5,8,2,8,9,7,10,20,10,26,4,4,9,18,18,8,6,11,14,6,14,7,35,8,34,14,24,10,3,7,18,14,34,7,18,6,5,16,25,15,9,16,8,35,6,26,16,24,8,30,6,20,18,16,26,10,10,13,16,4,0,10,25,6,30,16,7,40,10,15,19,4,14,0,8,9,7,11,6,4,14,18,1,20,2,2,10
02/09/2013 0:00,14,80,3,12,16,11,2,13,12,16,10,8,16,16,6,2,20,80,10,25,7,4,25,16,30,16,8,16,22,50,64,12,100,30,6,2,15,5,23,20,80,12,80,4,100,7,40,4,7,10,15,0,12,10,12,13,10,40,80,11,40,34,3,34,7,15,14,8,6,26,16,23,40,20,2,50,28,15,16,10,100,90,9,10,11,80,35,6,100,15,16,16,16,8,80,10,7,50,14,16,35,16,8,70,50,16,6,40,35,10,8,6,8,9,7,34,8,14,6,7,4,10,2,6,20,20,8,7,7,8,5,8,2,8,9,7,16,30,10,28,15,4,9,40,45,8,6,11,14,6,10,7,50,8,50,14,20,40,3,7,18,40,50,7,15,13,5,16,40,40,15,16,6,80,6,28,16,35,8,80,8,100,18,18,28,40,10,15,16,4,0,10,50,6,80,16,7,100,10,16,16,4,14,0,23,23,7,11,6,4,13,18,1,30,2,2,10
03/09/2013 0:00,32,4,37,56,100,43,43,89,21,69,73,75,69,80,66,14,38,41,11,31,75,63,8,5,34,0,61,45,71,6,78,13,22,95,6,97,77,82,93,14,88,5,84,98,5,70,74,7,69,53,82,72,26,7,47,37,78,18,30,99,8,68,27,22,13,8,27,21,7,74,51,79,77,86,70,87,99,78,35,51,83,34,79,62,10,25,18,63,36,28,78,51,31,83,81,33,56,72,69,19,48,52,90,15,45,76,23,46,56,79,3,87,44,98,66,28,52,38,43,65,14,37,57,33,63,93,91,15,90,19,4,29,23,6,74,62,53,32,1,55,15,15,95,72,37,6,31,24,88,0,57,34,30,53,79,31,94,82,6,15,95,8,24,6,15,46,23,57,19,28,5,55,14,51,56,45,27,94,86,52,6,10,22,16,88,9,99,40,30,15,96,54,43,35,26,63,26,95,9,42,63,29,2,15,48,92,32,56,70,90,63,71,34,24,68,57,7
04/09/2013 0:00,14,40,7,12,16,14,8,13,18,16,10,8,16,10,6,1,13,40,6,10,18,4,14,16,26,16,7,16,13,20,14,10,80,16,6,2,10,5,24,20,40,16,20,4,60,7,13,4,8,10,23,0,10,10,6,14,10,16,25,14,20,15,3,12,7,15,14,8,6,28,14,24,35,15,2,25,20,26,16,12,100,20,9,6,10,50,16,6,10,14,18,14,16,6,15,7,7,33,14,6,14,16,8,35,35,20,6,26,10,10,8,4,8,9,7,10,8,14,6,7,4,14,2,6,18,16,8,7,7,8,3,8,2,8,9,7,16,23,10,20,14,4,9,16,10,8,6,15,14,6,10,6,30,8,33,7,23,16,3,15,14,16,33,7,23,13,5,3,25,10,15,12,8,15,6,8,16,18,9,20,10,60,18,17,4,13,16,17,16,4,0,17,40,18,25,16,7,25,10,18,18,10,3,0,24,24,8,14,7,4,14,18,1,20,2,2,23
05/09/2013 0:00,6,20,7,12,16,11,11,13,26,14,12,8,16,10,6,1,13,30,6,10,18,4,14,16,26,16,7,16,13,20,14,10,40,16,6,2,10,5,30,23,33,16,33,4,20,7,13,14,8,12,23,0,10,26,6,30,12,16,20,10,20,15,3,12,7,15,5,8,6,33,14,33,33,15,2,30,30,26,16,12,50,20,9,6,10,15,16,6,10,14,33,14,16,6,20,7,7,33,14,6,14,16,14,26,20,20,10,26,10,10,8,4,8,9,7,10,8,14,6,5,4,14,2,3,18,16,8,7,7,8,3,8,2,8,9,7,64,23,10,20,14,4,9,16,10,20,6,15,16,8,26,6,15,8,33,7,23,16,3,15,14,16,33,7,23,13,5,3,26,10,15,12,33,15,16,8,16,18,9,40,10,45,14,17,4,13,16,17,16,4,0,17,30,18,15,8,11,40,11,30,20,10,3,0,23,11,12,6,7,14,8,16,1,20,2,3,23
06/09/2013 0:00,6,20,7,12,8,11,11,13,26,14,12,8,16,10,6,1,13,30,6,10,18,4,14,18,28,16,7,16,14,20,14,10,40,18,6,2,10,5,30,23,33,16,33,4,20,7,14,14,8,12,24,0,10,26,6,30,12,16,20,10,20,15,3,14,6,15,5,8,6,33,14,33,33,15,2,30,30,28,16,14,50,20,9,6,10,15,16,6,10,14,33,14,16,6,20,7,7,34,14,6,14,16,14,26,20,20,10,28,10,10,8,4,9,9,8,10,14,8,8,5,4,14,18,3,18,16,12,7,7,8,3,8,2,8,9,7,16,24,10,20,14,4,10,18,10,20,6,15,16,8,26,6,15,8,34,7,24,16,3,15,14,16,34,7,24,13,5,3,26,10,15,12,33,15,16,8,16,18,9,40,10,45,14,19,4,14,16,19,18,4,0,19,30,18,15,8,11,40,11,30,20,10,3,0,23,11,12,6,7,8,8,16,1,20,6,3,24
09/09/2013 0:00,6,80,7,12,8,11,11,15,28,14,12,8,16,30,6,1,13,26,6,35,18,4,14,7,40,16,7,16,90,45,14,10,100,40,25,2,40,5,30,24,100,16,34,4,90,7,40,14,8,12,15,0,10,28,6,30,12,16,80,10,35,13,3,26,6,15,5,7,10,34,14,34,34,13,2,100,80,15,16,10,100,60,9,6,13,100,16,6,30,14,34,14,16,6,60,7,7,50,14,6,14,16,14,28,90,20,10,40,50,10,8,4,9,9,13,33,14,8,8,5,4,14,13,3,18,16,12,7,7,8,3,8,2,8,9,7,20,35,10,16,14,4,10,40,50,20,6,15,16,8,28,6,90,8,50,7,30,16,3,15,14,16,50,7,25,15,5,3,28,10,15,12,34,60,16,8,16,18,9,50,10,90,14,33,4,35,16,20,25,4,0,5,80,18,90,8,11,90,11,30,20,10,3,0,24,11,12,8,7,8,8,16,1,40,25,3,10
10/09/2013 0:00,43,5,5,0,49,19,97,38,51,49,1,0,45,60,6,91,66,95,44,7,67,25,95,73,9,53,0,52,78,81,17,88,1,29,23,2,82,41,63,34,97,84,50,7,99,71,81,87,20,87,66,8,41,73,71,23,16,63,42,23,82,90,80,2,67,44,81,90,59,71,95,65,70,88,74,8,93,44,18,85,80,16,89,43,10,46,79,21,20,65,29,13,15,90,63,39,89,75,42,46,54,81,60,77,43,95,99,5,13,78,46,80,97,13,57,50,22,97,86,95,23,95,48,48,64,97,100,55,57,9,91,82,27,73,79,1,96,58,18,50,99,25,7,18,32,94,82,95,23,0,23,20,77,13,97,50,44,57,75,1,13,24,50,28,38,30,21,82,25,11,35,45,9,68,88,87,80,18,20,27,33,98,0,36,62,23,69,49,19,3,6,5,48,8,61,71,70,65,68,25,40,78,93,83,90,28,85,58,0,95,45,58,8,26,94,1,33
11/09/2013 0:00,6,80,7,12,8,11,11,3,8,14,12,8,16,14,6,1,15,28,8,10,16,6,16,7,13,13,7,14,12,26,10,8,100,10,10,30,10,8,22,8,20,12,20,4,70,7,15,14,16,12,16,0,10,5,14,8,12,16,40,8,20,14,3,28,6,20,5,7,6,22,13,20,50,14,2,20,15,10,16,10,80,20,9,8,14,50,10,6,20,16,20,16,16,10,15,7,8,50,14,10,14,12,14,17,25,16,10,26,26,12,8,4,9,8,14,34,14,8,8,5,4,8,13,3,16,10,12,7,7,8,3,12,2,7,9,7,20,10,20,18,10,6,10,18,16,20,6,15,16,8,8,5,15,3,13,7,10,26,3,15,13,14,13,7,10,12,80,3,15,10,17,8,8,15,16,12,16,16,9,25,10,70,14,34,6,10,13,20,20,4,0,5,15,10,15,8,11,35,11,11,15,8,3,0,17,11,12,8,7,8,8,16,11,15,6,3,10
12/09/2013 0:00,6,40,7,12,8,11,11,3,8,12,12,7,16,14,6,1,17,30,8,10,16,6,16,7,13,13,7,14,12,26,10,8,50,10,10,3,10,8,22,8,50,12,25,4,40,4,15,6,16,12,16,0,10,5,14,8,12,16,40,8,20,25,3,26,6,20,5,7,6,22,13,20,20,30,2,40,35,10,16,33,50,40,9,8,17,40,10,5,25,33,20,16,16,10,35,7,8,50,14,10,14,12,16,17,25,16,7,26,26,12,8,4,9,8,4,33,14,8,8,5,4,8,13,3,16,10,12,6,5,8,3,12,2,7,9,7,20,10,20,33,10,6,10,18,16,20,5,17,14,0,8,5,15,3,13,7,10,26,6,17,13,14,13,7,10,12,5,3,15,10,17,8,8,30,10,26,16,16,9,30,8,40,16,33,30,10,13,16,20,4,0,5,40,10,45,8,11,40,11,11,15,8,3,0,17,11,12,8,7,8,8,18,7,40,6,3,10
13/09/2013 0:00,6,40,7,12,48,14,14,3,8,12,12,7,16,14,6,1,17,30,8,10,16,6,16,7,14,14,7,14,14,28,10,8,50,10,10,3,10,8,24,8,50,12,25,4,40,4,15,6,16,18,18,0,10,5,14,8,18,18,40,8,20,25,3,26,4,20,5,7,6,24,14,20,20,30,2,40,35,10,14,33,50,40,9,8,17,40,10,5,25,33,20,16,16,10,35,7,8,100,10,10,14,12,16,19,25,16,7,28,28,12,8,4,9,8,4,33,14,8,8,5,4,8,13,3,16,10,14,6,5,8,3,12,2,7,8,7,20,10,20,33,10,6,60,18,18,20,5,17,14,0,8,5,15,3,14,7,10,28,6,17,14,14,14,10,10,14,15,9,15,10,19,8,8,30,10,26,20,18,9,30,8,40,16,33,30,10,14,16,20,4,0,5,40,10,45,8,14,40,14,11,15,8,3,0,19,14,18,8,7,7,12,18,7,40,6,3,10
16/09/2013 0:00,6,70,7,15,8,10,5,3,8,12,12,7,25,14,6,1,17,30,8,40,16,6,16,7,20,15,7,14,35,45,30,8,100,35,40,3,50,8,23,8,70,12,50,4,90,4,15,6,16,10,30,0,10,15,14,8,15,20,90,8,35,25,3,28,4,16,5,7,6,16,20,23,80,30,2,60,60,30,14,34,100,80,9,8,17,80,40,5,60,34,20,16,16,20,30,7,8,50,10,10,14,12,16,70,60,16,7,40,40,12,8,4,9,8,4,34,14,8,8,5,4,8,15,3,16,10,14,6,5,8,3,12,2,7,8,7,16,40,16,34,40,6,10,18,30,20,5,17,14,0,8,5,50,3,50,7,15,40,6,17,40,14,50,10,20,16,11,3,20,20,16,8,8,60,10,28,20,15,9,80,8,90,16,34,30,40,15,18,20,4,0,5,80,10,80,8,10,80,15,11,20,8,3,0,16,16,6,8,7,7,13,18,7,30,6,3,15
17/09/2013 0:00,6,40,7,15,8,10,5,3,8,12,12,7,25,14,6,1,19,12,8,40,16,6,16,8,20,15,7,14,35,45,30,8,30,35,40,3,50,8,23,8,15,12,20,4,40,4,15,6,16,10,30,0,10,15,14,8,15,20,30,8,35,25,3,7,4,16,5,8,6,16,20,23,40,7,2,25,20,30,14,4,80,40,9,8,19,50,40,5,25,10,20,16,16,20,15,7,8,50,10,10,14,12,16,17,35,16,7,40,40,12,8,4,9,8,4,15,14,8,8,5,4,8,2,3,16,4,14,6,5,8,3,12,2,7,8,7,16,40,16,10,40,6,10,18,30,20,5,19,14,0,8,5,50,3,50,7,15,40,6,19,40,14,50,10,20,16,11,3,20,20,16,8,8,25,10,15,20,15,9,40,8,30,16,25,10,40,15,17,20,4,0,10,40,10,40,8,10,45,15,11,20,8,3,0,16,16,6,8,7,7,13,18,7,35,6,3,15
18/09/2013 0:00,6,33,5,12,8,10,5,3,12,12,12,7,16,6,8,1,10,12,6,10,20,7,16,10,26,13,6,6,16,10,10,6,70,10,12,3,10,10,24,8,15,10,20,12,80,4,15,6,4,10,13,0,13,15,6,12,15,10,30,12,20,23,3,7,4,18,5,8,8,18,16,24,40,7,2,25,20,10,14,4,100,40,9,14,5,30,10,5,25,10,20,16,16,8,15,10,8,33,10,5,6,10,16,17,35,16,7,26,16,16,8,16,9,8,4,15,14,8,8,5,4,6,2,3,16,4,14,6,5,10,16,12,2,7,8,7,16,26,18,10,10,4,10,10,30,20,5,3,14,0,12,5,40,3,10,8,20,10,6,11,13,10,10,10,10,16,11,3,20,20,18,14,12,25,10,15,20,40,5,40,8,80,16,25,10,16,12,17,10,4,0,10,40,8,40,8,10,45,15,14,20,10,3,0,18,16,8,12,14,7,13,18,7,35,6,3,16
