date,C-A100,C-A107,C-A108,C-A109,C-A11,C-A110,C-A111,C-A112,C-A113,C-A115,C-A117,C-A119,C-A12,C-A120,C-A121,C-A122,C-A123,C-A124,C-A125,C-A126,C-A127,C-A128,C-A129,C-A13,C-A130,C-A132,C-A133,C-A134,C-A135,C-A136,C-A137,C-A139,C-A14,C-A140,C-A141,C-A142,C-A144,C-A146,C-A147,C-A148,C-A15,C-A151,C-A155,C-A156,C-A16,C-A160,C-A163,C-A164,C-A166,C-A167,C-A168,C-A169,C-A17,C-A170,C-A171,C-A172,C-A173,C-A174,C-A175,C-A176,C-A177,C-A178,C-A179,C-A18,C-A181,C-A183,C-A184,C-A185,C-A187,C-A189,C-A191,C-A192,C-A193,C-A194,C-A195,C-A196,C-A197,C-A198,C-A199,C-A2,C-A20,C-A204,C-A206,C-A207,C-A208,C-A21,C-A210,C-A211,C-A212,C-A213,C-A214,C-A215,C-A216,C-A218,C-A22,C-A220,C-A221,C-A223,C-A225,C-A227,C-A228,C-A232,C-A235,C-A236,C-A237,C-A238,C-A239,C-A241,C-A242,C-A244,C-A248,C-A249,C-A25,C-A250,C-A251,C-A252,C-A254,C-A255,C-A256,C-A257,C-A258,C-A259,C-A26,C-A260,C-A261,C-A266,C-A27,C-A270,C-A271,C-A272,C-A273,C-A274,C-A277,C-A279,C-A28,C-A280,C-A282,C-A283,C-A284,C-A286,C-A287,C-A288,C-A289,C-A290,C-A294,C-A299,C-A3,C-A300,C-A302,C-A303,C-A304,C-A305,C-A308,C-A309,C-A31,C-A310,C-A312,C-A313,C-A316,C-A317,C-A318,C-A319,C-A32,C-A321,C-A322,C-A324,C-A328,C-A329,C-A35,C-A36,C-A37,C-A38,C-A39,C-A40,C-A41,C-A44,C-A46,C-A47,C-A49,C-A51,C-A52,C-A54,C-A55,C-A56,C-A57,C-A59,C-A6,C-A61,C-A62,C-A63,C-A64,C-A65,C-A67,C-A68,C-A69,C-A7,C-A70,C-A73,C-A74,C-A76,C-A77,C-A78,C-A79,C-A8,C-A80,C-A81,C-A83,C-A84,C-A85,C-A86,C-A89,C-A9,C-A90,C-A93,C-A96,C-A98,C-A99
01/07/2013 0:00,12,80,5,12,8,30,5,7,10,14,6,5,20,20,3,5,16,100,20,50,20,7,15,20,20,22,14,20,34,25,60,10,80,35,20,10,35,12,34,35,70,10,80,4,90,2,22,3,20,20,35,0,20,40,12,34,8,20,80,34,50,26,7,11,3,40,7,12,10,34,20,28,50,6,5,70,80,15,10,10,34,1,10,30,23,100,50,14,14,11,11,9,12,20,80,5,5,40,14,6,40,10,11,80,90,17,10,25,22,9,7,5,18,10,26,16,12,16,2,7,6,12,11,6,17,14,14,8,10,10,9,14,1,10,4,7,30,50,13,26,40,12,7,35,25,12,13,4,16,5,34,7,100,12,50,20,14,25,3,20,20,15,50,18,40,24,6,15,20,50,10,14,15,50,12,23,12,20,5,28,11,90,12,33,13,25,20,6,50,5,0,6,40,12,100,12,34,100,8,28,50,10,1,0,28,14,24,15,14,8,5,12,3,40,6,7,18
02/07/2013 0:00,12,30,5,12,8,12,5,7,10,14,6,5,20,20,3,5,16,30,20,50,20,7,15,20,20,24,14,20,16,25,10,10,80,35,20,10,35,14,12,15,40,10,30,4,40,2,24,3,20,7,35,0,20,10,12,12,8,20,26,7,50,26,7,11,3,10,7,12,10,17,20,17,33,6,5,33,26,15,10,10,90,2,10,30,23,30,50,14,13,11,44,9,12,20,25,5,5,40,14,6,40,10,11,26,50,19,10,25,24,9,7,10,18,10,26,16,12,16,2,7,6,14,11,6,19,14,14,8,10,10,9,14,1,10,4,7,15,50,13,26,40,12,7,35,25,12,13,4,16,5,11,8,26,12,50,20,14,25,3,20,20,15,50,18,40,4,6,15,20,7,7,14,10,30,12,23,12,20,5,25,11,40,12,33,13,25,20,6,50,5,0,6,40,12,16,12,10,33,8,15,23,10,1,0,15,14,12,15,14,8,5,12,3,40,6,7,18
03/07/2013 0:00,16,60,5,12,8,12,5,7,10,14,6,5,20,16,3,5,18,30,14,6,10,7,10,7,20,13,10,10,16,13,80,10,80,13,16,2,14,8,12,15,40,10,30,4,60,2,20,9,16,7,30,0,10,10,12,12,8,6,26,7,26,28,3,14,3,10,11,33,16,17,10,17,33,8,5,33,26,23,10,10,100,1,10,14,24,60,16,14,13,14,11,8,12,10,25,9,9,50,14,4,20,10,14,26,50,10,10,33,26,12,2,5,18,8,28,18,12,16,2,7,6,18,11,6,16,14,14,14,10,6,6,16,1,8,4,7,15,18,13,28,26,6,7,20,33,12,14,6,16,5,11,8,26,6,26,6,14,18,13,20,10,20,26,18,20,4,4,10,20,7,7,14,10,30,12,24,12,26,5,25,14,50,18,34,13,6,14,18,13,5,0,8,30,8,16,12,10,33,8,15,23,4,1,0,15,14,12,15,6,8,5,12,13,40,13,9,8
04/07/2013 0:00,14,60,5,12,8,12,5,7,10,14,6,3,20,16,3,5,30,60,14,6,10,7,10,7,20,13,10,10,18,13,10,10,80,13,16,2,14,8,12,15,80,10,60,4,60,2,20,6,16,7,30,0,10,10,12,12,8,6,28,7,26,30,3,30,3,10,12,33,16,17,10,17,34,33,5,34,28,23,10,23,100,4,10,14,26,60,16,12,14,26,11,8,16,10,50,9,9,50,14,4,20,10,80,28,100,10,10,33,26,12,2,5,18,8,33,26,12,16,2,7,4,18,11,7,16,33,14,7,2,6,6,16,1,8,4,7,15,18,13,33,26,6,7,20,33,16,13,26,20,10,11,8,28,6,26,6,14,18,7,23,10,20,26,18,20,4,4,10,60,7,7,14,10,60,16,30,12,26,5,50,20,50,90,30,13,6,14,26,13,5,0,13,30,8,18,16,10,34,8,15,24,4,1,0,15,14,12,15,6,8,5,16,5,40,13,14,8
05/07/2013 0:00,14,60,5,12,8,14,5,8,10,14,6,3,20,16,3,5,30,30,14,8,10,7,10,7,20,14,10,10,20,14,10,10,80,14,18,2,14,8,14,15,45,10,50,6,80,2,20,6,16,9,30,0,10,10,12,14,12,8,40,9,28,30,3,30,3,10,12,34,18,19,10,19,25,33,1,40,20,24,8,23,100,5,10,14,26,30,18,12,40,26,14,8,25,10,80,9,9,33,8,4,20,10,9,40,30,10,10,34,28,12,2,5,8,8,33,26,8,8,2,7,4,18,11,7,16,33,4,7,2,6,6,16,1,8,4,7,15,18,15,33,28,6,8,20,34,20,13,26,20,10,11,8,20,6,28,6,14,18,7,23,10,20,28,16,20,4,4,10,15,9,9,14,10,35,5,30,20,28,5,80,20,20,25,30,13,8,14,26,14,5,0,13,20,8,30,17,10,20,12,15,35,4,1,0,15,16,14,15,6,4,5,20,5,40,14,14,8
08/07/2013 0:00,14,70,5,15,8,16,5,5,23,14,6,3,40,16,3,5,30,80,14,35,10,7,35,7,40,20,10,15,90,50,15,10,100,30,15,2,14,8,16,13,45,10,100,7,80,2,20,6,16,26,15,0,20,10,12,23,13,40,40,16,50,30,3,30,3,10,12,100,100,26,35,23,25,34,1,40,50,15,8,24,100,6,10,14,28,90,15,12,40,28,16,8,25,25,20,9,9,33,8,4,25,10,9,40,90,40,10,40,30,12,2,5,8,8,34,28,8,8,2,7,4,18,15,7,16,34,4,7,2,6,6,16,1,8,4,7,26,18,20,34,30,6,8,20,50,20,14,28,20,10,11,8,23,6,50,6,14,18,7,24,40,15,50,16,20,4,4,15,15,80,13,14,7,35,5,30,20,35,5,100,20,90,25,30,15,45,14,28,15,5,0,14,30,8,80,17,10,100,5,23,35,4,1,0,20,16,20,20,6,4,35,20,5,40,6,14,8
09/07/2013 0:00,14,25,5,15,8,16,5,5,23,14,6,3,40,16,3,5,7,50,14,35,10,7,35,7,40,20,10,15,35,50,15,10,45,30,15,2,14,8,16,13,20,10,25,7,30,2,20,6,16,26,15,0,20,10,12,23,13,40,35,16,50,15,3,7,3,10,12,5,8,26,35,23,20,10,1,35,20,15,8,7,80,7,10,14,5,50,15,12,30,10,16,8,25,25,20,9,9,34,8,4,25,10,9,30,40,40,10,40,30,12,2,5,8,8,17,20,8,8,2,7,4,18,7,7,16,20,4,7,2,6,6,16,1,8,4,7,26,18,20,7,30,6,8,20,50,20,7,5,20,10,11,8,23,6,50,6,14,18,7,10,40,15,50,16,20,4,4,15,15,35,13,14,7,15,5,10,20,35,5,40,9,30,25,7,8,45,14,15,15,5,0,7,30,8,15,17,10,40,5,23,30,4,6,0,20,16,20,20,6,4,5,20,5,20,6,14,8
10/07/2013 0:00,14,25,3,20,8,16,5,5,24,14,6,3,20,10,2,10,7,50,6,10,10,9,8,7,20,12,8,10,35,26,10,16,45,10,6,2,14,7,18,13,20,14,25,7,30,8,20,6,14,28,10,0,8,10,12,24,13,16,35,16,23,15,3,7,3,10,12,5,8,28,18,24,20,10,1,35,20,16,8,7,90,1,10,12,5,50,6,12,30,10,18,18,25,13,50,9,9,33,8,8,20,8,9,30,40,14,10,26,20,18,2,5,8,8,17,20,8,8,2,7,4,11,7,7,13,20,4,7,2,10,8,10,1,8,4,7,28,10,20,7,14,10,8,10,26,20,7,5,20,10,14,10,24,10,23,10,33,13,7,10,18,10,23,16,23,6,6,33,15,35,13,8,7,15,5,10,20,23,4,40,9,40,25,7,8,13,10,15,20,5,0,7,30,20,15,19,10,40,5,24,30,10,2,0,20,18,20,20,10,4,10,20,5,20,6,14,8
11/07/2013 0:00,14,40,3,20,8,16,5,5,33,16,10,3,20,10,2,10,7,30,6,10,10,9,8,7,20,12,8,10,20,26,10,16,40,10,6,2,14,7,33,13,30,14,20,7,30,13,20,16,14,10,10,0,8,26,12,26,13,16,30,16,23,15,3,7,8,26,4,5,8,33,18,26,20,10,1,40,20,16,8,7,50,9,10,12,5,45,6,8,25,10,33,18,15,13,30,9,9,33,8,8,20,8,9,15,35,14,9,26,20,18,2,5,8,8,17,20,8,8,12,14,7,11,7,7,13,20,4,7,2,10,8,10,1,8,4,7,33,10,20,7,14,10,8,10,26,6,7,5,6,10,13,10,40,10,23,10,33,13,7,10,18,10,23,16,23,13,6,33,15,30,13,8,7,40,5,10,20,23,4,15,9,20,11,7,8,13,10,15,20,5,0,7,40,20,40,6,10,45,5,33,33,10,2,0,33,4,26,33,10,4,5,13,5,20,6,8,8
12/07/2013 0:00,14,40,3,20,6,16,5,5,33,16,10,3,20,10,2,10,9,30,6,10,10,9,8,11,20,12,8,10,20,28,10,16,40,10,8,2,14,7,33,13,30,14,20,7,30,13,20,16,14,10,10,0,8,26,12,26,13,18,30,16,24,15,3,9,2,26,4,5,8,33,18,26,20,10,1,40,20,18,6,9,50,1,10,12,5,45,8,8,25,10,33,18,15,14,30,9,9,34,8,8,20,8,9,15,35,14,9,28,20,18,2,5,8,8,19,20,8,6,2,14,7,11,7,7,14,20,3,7,2,10,8,10,1,8,8,7,33,10,20,9,14,10,7,10,28,6,9,5,6,10,13,10,40,10,24,10,34,14,7,10,18,10,24,20,24,13,6,34,15,30,13,8,7,40,5,10,9,24,4,15,9,20,11,9,8,14,10,15,20,5,0,9,40,20,40,6,10,45,5,33,33,10,2,0,33,4,26,33,10,4,5,13,5,20,6,8,14
15/07/2013 0:00,14,25,3,10,6,20,5,5,34,16,10,3,18,15,2,10,16,15,6,25,10,9,8,20,45,12,8,10,22,45,10,16,80,35,20,2,14,7,34,15,22,14,90,7,40,13,20,16,14,10,25,0,8,28,12,28,15,16,90,20,35,10,3,10,2,28,4,40,8,34,18,28,80,10,1,25,25,10,6,15,100,11,10,12,26,90,40,8,16,10,34,18,15,18,15,9,9,25,8,8,25,8,9,80,20,14,9,40,14,18,2,5,8,8,13,13,8,6,2,14,7,11,7,7,12,20,3,7,2,10,8,10,1,8,8,7,34,20,20,33,14,10,7,50,40,6,8,26,6,10,14,7,90,10,40,10,30,45,7,10,18,15,20,20,16,14,6,15,15,30,15,8,7,12,5,10,9,40,4,80,9,100,11,10,8,40,40,13,20,5,0,13,90,6,20,6,10,100,5,34,34,10,2,0,34,4,28,34,10,4,5,13,5,20,8,8,16
16/07/2013 0:00,14,25,3,10,6,14,5,12,7,16,10,3,18,15,2,10,16,15,6,25,10,9,8,20,45,12,8,10,22,45,10,16,30,35,20,2,14,7,11,11,22,14,17,7,40,13,20,16,14,10,25,0,8,11,12,14,12,16,26,10,35,10,3,10,2,11,4,40,10,7,18,22,26,10,1,25,25,10,6,15,80,12,10,12,26,30,40,8,16,10,17,18,15,18,15,9,9,25,8,8,25,8,9,18,26,14,9,40,14,18,2,5,8,8,13,13,8,6,2,14,7,11,7,7,12,16,3,7,2,10,8,10,11,8,8,7,12,20,7,33,14,10,7,50,40,6,8,26,6,10,7,7,26,10,40,10,30,45,7,10,18,15,20,20,16,11,6,15,15,16,17,8,7,12,5,10,9,40,4,16,9,90,11,10,8,40,40,13,20,5,0,13,22,6,20,6,7,33,5,7,12,10,2,0,7,4,15,12,10,4,5,13,5,20,8,8,16
17/07/2013 0:00,14,23,3,10,6,14,5,12,7,16,10,3,18,16,2,10,16,15,20,10,8,9,20,33,16,16,16,20,22,23,10,10,30,26,10,2,20,7,11,11,22,16,17,7,23,13,8,16,20,10,20,0,8,11,16,14,12,16,26,10,26,10,5,10,2,11,4,6,6,7,16,22,26,10,1,25,25,10,6,15,50,1,10,8,28,30,20,8,16,10,17,8,15,18,15,10,6,40,8,4,20,8,9,18,26,16,9,20,14,18,22,5,8,8,13,13,8,6,2,14,7,11,8,7,12,16,3,7,2,10,8,10,6,8,8,16,12,16,7,34,20,10,7,23,26,6,8,28,6,10,7,7,26,16,33,16,26,6,7,10,16,26,20,20,16,11,20,26,15,16,17,8,7,12,5,10,9,30,4,16,9,26,11,10,12,14,12,13,20,5,0,13,22,6,20,6,7,33,5,7,12,8,2,0,7,4,15,12,10,4,5,13,5,20,8,8,16
18/07/2013 0:00,16,23,3,10,6,14,5,12,7,16,10,3,18,16,2,10,16,15,20,10,8,9,20,33,16,16,16,20,24,23,10,10,30,26,10,2,20,7,11,11,24,16,17,7,23,15,8,18,20,10,20,0,8,11,16,14,12,16,28,10,26,8,5,8,2,11,16,6,6,7,16,22,28,33,1,25,25,10,6,15,50,1,10,8,13,30,20,8,16,13,17,8,15,18,15,10,6,40,8,4,20,8,9,18,28,16,9,20,14,18,2,5,8,8,13,13,8,6,2,8,7,11,4,8,12,18,3,10,1,10,8,10,6,8,8,4,12,16,7,33,20,10,7,23,26,6,8,5,12,10,7,7,28,16,33,16,26,6,4,10,16,26,20,20,16,11,20,26,15,16,17,8,7,14,5,26,9,30,4,18,72,26,15,30,13,14,12,13,20,5,0,13,22,6,20,6,7,34,5,7,12,8,2,0,7,4,15,12,10,4,5,15,2,20,8,8,16
19/07/2013 0:00,16,24,3,10,18,14,5,14,9,16,10,3,18,16,2,10,16,50,20,10,8,9,20,34,16,16,16,20,40,24,10,10,70,28,10,2,20,7,11,11,50,16,19,7,24,3,8,18,20,10,20,0,14,11,18,14,12,16,30,10,28,8,5,8,2,11,16,8,8,9,16,24,25,33,1,50,40,10,18,15,100,15,4,8,13,50,20,8,16,13,19,8,15,18,30,10,6,33,16,4,20,8,20,18,50,16,9,20,14,18,2,5,12,8,13,13,20,16,2,8,7,13,4,8,12,45,3,10,1,10,8,10,6,8,6,4,14,18,9,33,20,10,7,24,28,6,8,5,12,10,9,7,40,16,34,16,28,8,4,10,16,28,20,6,16,11,20,28,20,16,19,8,7,15,5,26,9,30,4,40,9,28,20,30,13,14,12,13,20,5,0,13,24,6,35,6,7,50,5,9,14,8,2,0,9,6,15,14,10,8,10,15,2,15,8,8,16
22/07/2013 0:00,16,60,3,20,18,14,6,15,26,16,10,3,30,16,2,10,20,50,20,40,8,9,20,50,16,16,16,20,40,45,10,40,60,20,40,2,40,7,11,55,50,16,90,7,90,3,8,18,20,10,50,0,20,11,20,14,12,25,90,20,40,8,5,8,2,11,16,50,50,13,16,33,25,34,1,50,40,30,18,15,100,16,4,8,14,50,50,8,20,14,33,8,15,20,30,10,6,33,16,4,40,8,20,18,50,16,9,45,14,18,2,5,12,8,15,15,20,16,2,8,7,25,4,8,25,45,3,10,1,10,8,10,6,8,6,4,33,40,33,34,25,10,7,40,40,6,10,5,12,10,11,7,40,16,50,16,50,40,4,10,16,30,50,6,40,11,20,50,26,16,13,8,13,15,5,28,9,16,4,40,9,80,20,30,14,14,12,15,50,5,0,15,26,40,35,6,7,50,5,13,16,8,2,0,33,16,20,33,10,8,26,15,2,15,8,8,20
23/07/2013 0:00,16,40,3,20,18,14,6,15,26,16,10,3,30,16,2,10,7,40,20,40,8,9,20,50,16,16,16,20,20,45,10,40,20,20,40,2,40,7,11,11,40,16,20,7,50,3,8,18,20,10,50,0,20,11,20,14,12,25,45,20,40,8,5,8,2,11,16,50,50,13,16,33,20,7,1,20,15,30,18,7,80,17,4,8,10,90,50,8,15,7,33,8,15,20,25,10,6,34,16,4,40,8,20,20,20,16,9,45,16,18,2,10,12,8,20,16,20,16,2,8,7,25,4,8,25,15,3,10,1,10,8,10,6,8,6,4,33,40,33,12,25,10,7,40,40,6,10,5,12,10,11,8,25,16,50,16,50,40,4,10,16,30,50,6,40,11,20,50,26,10,13,8,13,30,5,7,9,16,4,25,5,30,20,10,11,14,12,10,50,5,0,3,26,40,20,6,7,45,5,13,16,8,2,0,33,16,20,33,10,8,26,15,2,35,12,8,20
24/07/2013 0:00,16,50,5,13,18,16,6,15,28,16,10,3,13,20,2,9,7,40,14,18,10,8,10,16,13,16,8,10,20,26,16,16,20,26,8,2,6,6,14,14,40,12,20,16,30,3,20,18,20,10,26,0,13,14,16,16,18,10,45,20,20,8,5,8,2,14,16,10,20,14,10,34,20,7,1,20,15,20,18,7,100,1,4,10,10,60,16,8,15,7,34,8,15,10,25,8,6,20,16,4,20,8,20,20,20,12,9,26,16,16,2,6,12,8,20,16,20,16,2,8,7,16,4,8,10,15,3,10,1,8,8,16,6,8,6,4,34,20,34,12,6,8,7,13,26,6,10,5,12,10,11,6,25,4,26,20,26,13,4,10,16,10,26,6,13,14,12,26,28,10,14,8,13,30,15,7,9,16,8,25,5,40,20,10,11,13,10,10,20,5,0,3,28,10,20,6,8,45,10,14,18,16,2,0,34,18,20,34,8,8,28,15,2,35,4,8,4
25/07/2013 0:00,8,30,5,13,18,16,6,15,16,10,8,3,13,20,2,9,7,20,14,18,10,8,10,16,13,16,8,10,15,26,16,16,45,26,8,2,6,6,26,20,30,12,16,4,40,3,20,8,20,22,26,0,13,10,16,25,20,10,40,25,20,8,5,8,2,12,8,10,20,25,10,33,25,7,1,20,15,20,18,7,50,19,4,10,10,30,16,8,20,7,26,8,14,10,15,8,6,20,16,4,20,8,6,20,30,12,6,26,16,16,2,6,12,8,20,16,20,16,2,8,5,16,4,4,10,15,3,10,1,8,8,16,6,8,6,4,25,20,15,12,6,8,7,13,26,16,10,5,16,6,11,6,20,4,26,20,26,13,4,10,16,10,26,6,13,4,12,26,13,10,10,8,13,30,6,7,9,16,8,50,5,20,18,10,11,13,10,10,20,5,0,3,16,10,20,8,16,45,20,25,15,16,2,0,20,26,20,20,8,8,17,16,2,20,4,8,4
26/07/2013 0:00,8,30,5,14,16,16,6,15,16,10,8,3,14,20,2,9,9,20,14,18,10,8,10,18,14,16,8,10,15,28,16,16,45,28,8,2,8,6,26,20,30,12,16,4,40,3,20,8,20,22,28,0,14,10,16,25,20,10,40,25,20,12,5,12,6,12,8,10,20,25,10,33,25,9,1,20,15,20,9,9,50,1,4,10,10,30,16,8,20,7,26,8,14,10,15,8,6,20,8,4,20,8,6,20,30,12,6,28,18,16,2,6,16,8,20,16,8,8,2,8,5,16,6,4,10,15,3,10,1,8,8,16,6,8,9,4,25,20,15,14,8,8,6,14,28,16,10,10,16,6,11,6,20,4,28,20,28,14,4,10,16,10,28,12,14,4,12,28,13,10,10,8,13,30,6,9,8,16,8,50,5,20,18,10,11,14,10,10,20,5,0,3,16,10,20,8,16,45,20,25,15,16,2,0,20,26,20,20,8,8,17,16,2,20,4,8,4
29/07/2013 0:00,8,70,5,20,16,18,10,15,18,10,8,3,25,20,2,9,16,70,14,18,10,8,11,7,25,16,8,40,90,50,16,16,90,25,8,2,45,6,28,20,80,12,18,4,90,3,20,8,20,22,20,0,15,10,16,25,20,40,100,25,25,13,5,13,6,12,8,50,20,25,10,34,50,33,1,80,80,16,9,20,100,21,4,40,16,80,16,8,80,7,28,8,14,5,80,8,6,80,8,4,40,8,6,50,70,12,6,40,25,16,2,6,16,8,20,80,8,8,2,8,5,16,26,4,20,50,3,10,1,8,8,16,6,8,9,4,25,80,15,13,45,8,6,35,50,16,13,16,16,6,15,6,100,4,50,20,50,40,4,13,16,40,50,12,50,4,12,50,14,50,10,8,15,60,6,33,8,35,8,50,5,90,18,20,11,45,10,26,20,5,0,3,18,10,80,8,18,90,20,25,80,16,2,0,20,28,20,20,8,8,17,16,2,40,4,8,4
30/07/2013 0:00,8,25,5,20,16,10,5,20,10,10,8,3,25,20,2,9,16,20,14,18,10,8,11,7,25,16,8,40,10,50,16,16,40,25,8,2,45,6,12,20,20,12,20,4,30,3,20,8,20,24,20,0,15,10,16,25,20,40,25,25,25,13,5,13,6,14,8,50,20,25,10,7,20,33,1,40,15,16,9,20,80,22,4,40,16,40,16,8,15,7,25,8,14,5,20,8,6,20,8,4,40,8,6,17,30,12,6,40,25,16,12,6,16,8,20,20,8,8,2,8,5,16,26,4,20,45,3,10,1,8,8,16,6,8,9,4,25,20,15,13,45,8,6,35,50,16,13,16,16,6,10,6,20,4,50,20,50,40,4,13,16,40,50,12,50,4,12,50,10,12,10,8,20,30,6,33,8,35,8,20,5,30,18,20,11,45,10,26,20,5,0,3,45,10,15,8,7,25,8,25,7,16,12,0,20,10,20,20,8,8,19,16,2,20,4,8,4
31/07/2013 0:00,8,25,5,26,16,10,5,20,10,10,8,3,16,13,2,9,16,20,16,18,10,8,11,7,26,16,8,10,10,30,16,12,50,20,12,2,20,13,12,13,20,10,20,4,60,6,10,8,16,10,26,0,13,6,16,13,10,10,25,13,10,14,8,14,6,13,8,23,16,13,16,7,20,34,1,40,15,16,9,20,100,1,4,8,18,50,10,8,15,8,25,8,14,5,20,8,5,50,8,8,26,10,6,17,30,14,6,26,16,16,5,14,16,10,20,25,8,8,2,8,5,16,28,4,10,45,3,10,1,8,8,8,2,8,9,4,13,20,13,14,10,8,6,13,13,16,13,18,16,6,10,13,20,4,33,16,33,16,4,14,16,16,26,12,10,4,10,16,10,12,10,8,20,30,6,34,8,16,8,20,10,30,18,20,14,20,13,28,13,5,0,3,45,10,15,8,7,25,8,26,7,16,16,0,13,10,13,6,8,8,13,16,2,20,4,8,4
01/08/2013 0:00,12,40,5,26,16,10,5,20,10,20,4,3,16,13,2,9,16,26,16,18,10,8,11,7,26,16,8,10,10,30,16,12,50,20,12,2,20,13,12,13,40,10,25,4,45,10,10,3,16,10,26,0,13,6,16,13,10,10,35,13,10,30,8,16,6,13,4,23,16,13,16,7,15,23,11,25,40,16,9,13,50,24,4,8,16,40,10,48,30,13,25,8,10,5,25,8,5,50,8,8,26,10,8,17,40,14,6,26,16,16,5,14,16,10,11,25,8,8,12,3,5,16,2,4,10,15,3,10,1,8,8,8,2,8,9,3,13,20,13,33,10,8,6,13,13,18,13,10,12,12,10,13,25,4,33,16,33,16,7,13,16,16,26,12,10,4,10,16,10,12,10,8,20,20,10,23,8,16,8,20,4,25,16,16,13,20,13,26,13,3,0,3,20,10,25,8,7,40,8,26,7,16,16,0,13,10,13,6,8,8,13,16,2,45,4,8,4
02/08/2013 0:00,12,40,5,28,8,10,5,20,10,20,4,3,16,14,2,9,16,26,16,18,10,8,11,7,28,16,8,10,10,30,18,12,50,20,12,2,20,14,14,14,40,10,25,4,45,10,10,3,16,10,28,0,14,8,16,14,10,10,35,13,10,30,8,16,10,13,4,24,16,13,16,9,15,23,14,25,40,16,54,13,50,1,6,8,16,40,10,8,30,13,25,8,10,5,25,8,5,33,16,8,28,10,8,19,40,14,6,28,18,16,5,14,7,10,11,25,8,16,5,3,5,16,2,4,10,15,3,10,1,8,8,8,2,8,9,3,14,20,14,33,10,8,14,14,14,18,13,10,12,12,10,14,25,4,34,16,34,18,7,13,16,16,28,4,10,4,10,16,10,14,10,8,20,20,10,23,16,16,8,20,4,25,16,16,13,20,14,26,14,3,0,3,20,10,25,8,7,40,8,28,9,16,16,0,13,10,14,8,8,5,13,16,2,45,4,8,4
05/08/2013 0:00,12,40,5,20,8,26,5,15,13,20,4,3,16,20,2,9,20,28,16,18,10,8,11,7,40,16,8,45,50,35,10,12,50,20,12,2,20,6,13,30,50,10,30,4,80,10,10,3,16,10,20,0,10,26,16,13,10,40,80,13,30,30,8,18,10,13,4,40,16,13,16,33,70,24,14,60,40,40,9,13,100,5,6,8,18,80,40,8,50,14,33,8,10,5,60,8,5,33,16,8,40,10,8,40,50,14,6,40,15,16,5,14,7,10,11,25,8,16,5,3,5,16,2,4,35,80,3,10,1,8,8,8,2,8,9,3,26,40,26,34,50,8,14,40,20,18,15,10,12,12,13,5,70,4,50,16,50,30,7,13,16,16,40,4,20,4,10,16,30,50,10,8,11,60,10,24,16,16,8,70,4,100,16,18,14,15,15,28,45,3,0,3,40,6,80,8,7,90,8,26,70,16,16,0,13,11,13,13,8,5,13,16,2,80,4,8,4
06/08/2013 0:00,12,40,5,20,8,26,5,15,13,20,4,3,16,20,2,9,4,25,16,18,10,8,14,7,40,16,8,45,15,35,10,12,80,20,12,2,20,6,13,30,40,10,20,4,30,10,10,3,16,10,20,0,10,26,16,13,10,40,40,13,30,20,8,2,10,13,4,40,16,13,16,33,30,23,14,20,15,40,9,13,90,30,6,8,20,50,40,8,20,11,33,8,10,10,15,8,5,34,16,8,40,10,8,15,40,14,6,40,15,16,5,14,7,10,11,33,8,16,5,3,5,16,2,4,35,20,3,10,1,8,8,8,2,8,9,3,26,40,26,13,50,8,14,40,20,18,5,16,12,12,13,5,20,4,50,16,50,30,7,13,16,16,40,4,20,4,10,16,35,12,10,8,11,15,10,13,16,16,8,50,4,30,16,13,4,15,15,16,45,3,0,3,20,6,20,8,7,45,8,26,12,16,16,0,13,11,13,13,8,5,13,16,2,15,4,8,4
07/08/2013 0:00,90,27,92,74,37,31,48,89,79,66,39,2,16,92,68,52,1,70,44,15,58,4,17,63,73,72,29,31,72,82,53,58,99,82,33,16,88,52,33,51,49,68,34,35,66,70,31,6,88,80,52,25,8,29,47,40,29,83,37,24,84,79,83,91,58,85,32,82,3,22,43,23,72,36,18,53,82,34,67,39,21,54,25,58,27,78,60,30,70,13,83,9,47,45,5,74,50,4,50,20,57,38,16,48,30,1,71,92,15,3,11,98,3,21,79,69,16,53,52,2,69,96,71,14,7,27,92,94,92,45,42,17,87,87,61,83,37,80,45,19,24,75,62,4,60,21,91,18,82,100,86,60,72,12,1,36,31,100,11,28,91,15,3,13,5,16,11,65,2,86,82,76,52,40,82,92,85,81,13,11,30,96,96,75,39,56,77,44,60,46,62,23,28,32,94,23,94,32,91,84,55,72,19,99,40,60,51,2,60,48,46,78,49,87,10,92,50
08/08/2013 0:00,10,40,4,8,8,33,3,15,26,16,4,3,10,15,8,2,4,23,7,40,8,12,16,7,26,16,16,15,40,33,10,16,40,20,3,2,30,6,16,20,15,10,20,1,40,3,18,3,12,20,16,0,10,20,12,26,10,23,15,23,30,20,8,2,10,20,4,40,8,33,16,33,20,24,14,20,20,20,9,15,50,15,6,8,20,40,20,8,30,11,26,10,14,4,30,8,5,20,16,8,16,8,10,15,30,16,12,26,16,14,5,7,7,10,15,34,8,16,5,3,2,13,2,8,10,40,3,10,1,6,8,8,2,8,9,3,30,20,22,14,20,12,14,40,20,20,5,18,10,10,26,5,15,5,50,8,50,26,7,15,10,23,50,4,23,5,10,50,15,12,5,8,11,35,6,14,16,16,5,20,4,25,14,14,4,20,16,18,30,3,0,14,40,6,20,8,7,40,4,26,12,16,2,0,4,11,16,26,8,5,8,8,2,20,8,8,8
